Alloy Name,Serial Number,Al,Ag,B,Be,Bi,C,Ca,Cd,Ce,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Mo,Nb,Ni,O,Pb,Sc,Si,Sn,Ta,Te,Ti,V,Zn,Zr,D @ 1000K (cm²/s)_weighted,D @ 500K (cm²/s)_weighted,D @ 600K (cm²/s)_weighted,D @ 700K (cm²/s)_weighted,D @ 800K (cm²/s)_weighted,D @ 900K (cm²/s)_weighted,D0 (cm²/s)_weighted,Q (kJ/mol)_weighted,atomic_number_weighted,atomic_volume_elemental_phase_A3_per_atom_mp_weighted,atomic_weight_weighted,band_gap_elemental_phase_eV_mp_weighted,bulk_modulus_vrh_elemental_phase_GPa_mp_weighted,density_elemental_phase_g_cm3_mp_weighted,electronegativity_weighted,formation_energy_eV_atom,lattice_a_elemental_phase_A_mp_weighted,lattice_alpha_elemental_phase_deg_mp_weighted,lattice_b_elemental_phase_A_mp_weighted,lattice_beta_elemental_phase_deg_mp_weighted,lattice_c_elemental_phase_A_mp_weighted,lattice_gamma_elemental_phase_deg_mp_weighted,melting_point_K_weighted,poisson_ratio_homogeneous_elemental_phase_mp_weighted,shear_modulus_vrh_elemental_phase_GPa_mp_weighted,space_group_number_elemental_phase_mp_weighted,specific_heat_J_gK_weighted,thermal_conductivity_W_mK_weighted,valence_electrons_weighted,young_modulus_vrh_elemental_phase_GPa_mp_weighted,Size_Mismatch_δ,SFE_weighted_mJ_m2,Size_Mismatch_δ.1,Total_Excess_Solute,L12_Score,Ternary_L12_Avg,Ternary_ThreePhase_Avg,Process,YS,UTS,Elongation
Al-5Mg2Si-1.5Ni,37,90.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,5.71,0.25,0,0,0.72,0,0,0,2.04,0,0,0,0,0,0,0,0.0000000224,1.19E-16,3.94E-14,3.27E-12,1.04E-10,0.00000000186,36.9600936,133.43798,13.1559,16.81395757,27.269653,0.0124542,75.35722,2.739088929,1.60172,3.318071,2.902384499,61.96268158,2.902384499,61.96268206,3.021446646,63.75745382,959.114242,0.326184,27.30724,223.2675,0.896724,228.297085,3.0447,71.6447,0.45211229,159.9277454,0.45211229,1.107113246,0,0,1,1000000,425,541,6.2
AlSi10Mg,38,90.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64,0,0,0,0,0,0,0,0.0000000211,1.11E-16,3.7E-14,3.08E-12,9.85E-11,0.00000000176,173.6790336,156.66148,13.0964,16.82772725,27.087004,0.0588522,78.10152,2.680791313,1.637956,3.509536,2.951710695,60.00000422,2.951710833,60.00000291,2.951711337,60.00000325,1006.110292,0.32518,31.16704,225.1928,0.881684,228.5168,3.0964,75.784,0.675012335,166,0.675012335,0,0,0,0,1000000,270,375,4
Al-14.1Mg-0.47Si-0.31Sc-0.17Zr alloy,39,83.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0.18,0.45,0,0,0,0,0,0,0.05,0.0000000227,1.26E-16,4.09E-14,3.35E-12,1.06E-10,0.0000000019,8.40277444,127.07747,12.8781,17.42187978,26.637498,0.00274725,69.74515,2.578870659,1.564425,3.107844,2.910168852,64.69800289,2.910168758,64.69800241,3.218655057,69.39600187,937.427583,0.323518,24.8596,220.1544,0.916667,223.59895,2.8507,66.42942,0.4539333,152.0404822,0.4539333,0.056330234,0.23,0,1,1000000,371,533,16.45
AlMgSiScZr alloy,40,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.45,0,0,0,0,0,0,0.18,0.45,0,0,0,0,0,0,0.05,0.0000000227,1.26E-16,4.09E-14,3.35E-12,1.06E-10,0.0000000019,8.40293924,127.07881,12.8779,17.42306534,26.636964,0.00274725,69.73695,2.578687009,1.564365,3.107468,2.910232066,64.70400289,2.910231972,64.7040024,3.219112107,69.40800187,937.425489,0.32351,24.8578,220.1482,0.916691,223.58275,2.8505,66.42442,0.454134027,152.0228026,0.454134027,0.056330234,0.23,0,1,1000000,310.4,487.7,17.7
Al-2.5Mg-1.0Ni-0.4Sc-0.1Zr,41,96.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0.46,0,0,0.24,0,0,0,0,0,0,0,0.03,0.0000000232,1.24E-16,4.1E-14,3.39E-12,1.08E-10,0.00000000193,0.207548824,125.55624,13.0684,16.63220173,27.113797,0,75.29343,2.726401879,1.602326,3.34446,2.864098405,60.91800329,2.864098423,60.91800275,2.924518415,61.83600237,939.304356,0.328675,25.9858,224.0514,0.900134,233.47095,3.0046,69.91646,0.225749891,162.9725,0.225749891,0.543460354,0.27,0,0,1000000,308,390,11
AlSi10Mg,42,89.95,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0.35,0,0,0,0,0,0,0,9.65,0,0,0,0,0,0,0,0.0000000211,1.11E-16,3.7E-14,3.08E-12,9.84E-11,0.00000000176,173.8626744,156.77266,13.0998,16.84644616,27.092975,0.05891325,78.0042,2.680259728,1.637052,3.503446,2.952732381,60.11700423,2.952732515,60.11700302,2.960255747,60.22979117,1006.542442,0.32502,31.1655,225.0861,0.881854,228.17826,3.0958,75.7649,0.68060286,165.5847261,0.68060286,0.025505362,0,0,1,1000000,270.1,430.7,4
AlSi10Mg,43,89.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.5,0,0,0,0,0,0,0,9.46,0,0,0,0,0,0,0,0.0000000211,1.11E-16,3.71E-14,3.08E-12,9.85E-11,0.00000000176,170.4456592,156.22836,13.1052,16.84503351,27.1063,0.0577533,77.97008,2.683152479,1.636198,3.498972,2.951049289,60.18600423,2.951049417,60.18600327,2.962787614,60.35936702,1005.754624,0.325022,31.09276,225.039,0.882086,228.08228,3.0956,75.7202,0.677017756,165.3205213,0.677017756,0.105505362,0,0,1,1000000,309,451,6.46
Zr-2024Al,44,95.75,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,1.51,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0000000233,1.4E-16,4.44E-14,3.55E-12,1.11E-10,0.00000000196,0.19734832,126.3395,13.4517,16.47788613,28.018802,0,76.8609,2.864530406,1.609771,3.373169,2.875517308,60.76594122,2.875517353,60.76594057,2.912984615,61.33894012,948.64744,0.329319,26.5278,224.3767,0.887749,237.223859,3.1605,71.3637,0.230975701,162.4975404,0.230975701,0.364477764,0.4,0,1,1000000,435,445,7.5
Sc modified Al-Mn-Fe-Si alloy,45,96.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2.53,0,0,0,0,0,0.37,0.4,0,0,0,0,0,0,0,0.0000000226,1.19E-16,3.96E-14,3.29E-12,1.05E-10,0.00000000188,7.3838556,128.76173,13.3515,16.4277387,27.789922,0.002442,77.2317,2.833269602,1.609098,3.386185,2.988728637,61.39862523,2.988728674,61.39862497,2.997858828,61.5290941,955.526867,0.327584,27.6213,224.7174,0.886848,229.895193,3.1105,73.64268,0.242731477,165.2931603,0.242731477,2.22957635,0.37,0,1,1000000,266,430,10.35
Al-Mn-Sc,46,95.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,1.58,2.27,0,0,0,0,0,0.49,0.04,0,0,0,0,0,0,0.19,0.0000000229,1.29E-16,4.19E-14,3.42E-12,1.08E-10,0.00000000192,0.915820552,127.45257,13.3527,16.54186728,27.794656,0.0002442,76.33291,2.813101126,1.602345,3.358412,2.978257929,61.81299995,2.97825795,61.81299955,3.02367758,62.49878694,953.832733,0.32729,27.12784,224.1202,0.889066,228.924777,3.0793,72.64676,0.254245615,163.5687378,0.254245615,2.184054114,0.68,0,1,1000000,504,511.5,18.5
Al-3.60Mg-1.18Zr,47,95.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.0000000237,1.4E-16,4.48E-14,3.59E-12,1.13E-10,0.00000000199,0.20842668,124.51512,13.0544,16.73401943,27.097773,0,74.40875,2.696269505,1.59699,3.324622,2.8699701,61.30800323,2.869970112,61.30800272,2.955700448,62.61600227,937.231008,0.328431,25.6636,223.6484,0.902642,233.00185,2.9634,69.0605,0.241507534,162.0827,0.241507534,0.314477764,0.35,0,0,1000000,221,287,25.6
Al-Mn-Sc alloy,48,95.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,1.51,2.29,0,0,0,0,0,0.49,0.05,0,0,0,0,0,0,0.23,0.000000023,1.31E-16,4.23E-14,3.44E-12,1.08E-10,0.00000000192,1.095018184,127.4836,13.3654,16.54068227,27.825037,0.00030525,76.36923,2.815532347,1.602438,3.360813,2.979333328,61.81089419,2.979333351,61.81089377,3.0239901,62.4857342,954.42258,0.327305,27.1473,224.1277,0.888676,228.856779,3.0808,72.68896,0.25462938,163.6005529,0.25462938,2.234054114,0.72,0,1,1000000,485,506,11.5
Al-Mn-Sc,49,95.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,1.51,2.29,0,0,0,0,0,0.49,0.05,0,0,0,0,0,0,0.23,0.000000023,1.31E-16,4.23E-14,3.44E-12,1.08E-10,0.00000000192,1.095018184,127.4836,13.3654,16.54068227,27.825037,0.00030525,76.36923,2.815532347,1.602438,3.360813,2.979333328,61.81089419,2.979333351,61.81089377,3.0239901,62.4857342,954.42258,0.327305,27.1473,224.1277,0.888676,228.856779,3.0808,72.68896,0.25462938,163.6005529,0.25462938,2.234054114,0.72,0,1,1000000,486,507,11.5
2024 aluminium alloy,50,96.65,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0.07,0,0,1.38,0.2,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.0000000229,1.21E-16,4.02E-14,3.34E-12,1.07E-10,0.00000000191,1.8161504,126.30536,13.2778,16.46571625,27.609059,0.00054945,76.63802,2.823843157,1.610824,3.366465,2.865753309,60.53394593,2.865753349,60.53394549,2.89403227,60.96157371,942.620252,0.329376,26.42344,224.5608,0.892119,237.8754,3.1274,71.0297,0.212690437,163.2586501,0.212690437,0.055505362,0,0,1,1000000,286,432,10
Al-10Ce-8Mn,51,93.34,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000258,7.59E-16,1.34E-13,6.71E-12,1.6E-10,0.00000000239,0.1823555,128.09431,14.5219,16.5153012,30.707578,0,76.7404,3.051836176,1.596587,3.384759,3.090648022,62.21136692,3.090648087,62.2113662,3.090648751,62.21136591,962.589398,0.324453,28.0844,224.6424,0.865677,221.814567,3.2007,74.9113,0.467261774,166,0.467261774,6.022948034,1.6425,0,0,1000000,70,300,14
Al-Ce-Ni-Mn alloy,52,95.48,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0.66,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.0000000264,7.85E-16,1.38E-13,6.91E-12,1.64E-10,0.00000000246,0.2012891,126.94291,14.342,16.55990537,30.242872,0,76.6908,2.999072777,1.603442,3.420381,2.893234147,60.33251361,2.893234221,60.33251278,2.893234892,60.33251269,953.194156,0.327142,26.8573,224.9697,0.873841,228.052326,3.1614,72.0919,0.450436319,165.3242686,0.450436319,3.874555918,1.7025,0,0,1000000,258,370,10
AlSi10Mg,53,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,9.63,0,0,0,0,0,0,0,0.0000000211,1.11E-16,3.7E-14,3.08E-12,9.83E-11,0.00000000176,173.50818,156.68985,13.0839,16.89150913,27.054558,0.05879115,77.63664,2.670367449,1.634436,3.488205,2.954834138,60.32700418,2.954834266,60.32700288,2.976692683,60.66000321,1005.825375,0.324708,31.05918,224.826,0.882945,227.6028,3.0849,75.4935,0.689968072,164.9189907,0.689968072,0,0,0,1,1000000,300,455,5.4
AlSi10Mg,54,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,9.63,0,0,0,0,0,0,0,0.0000000211,1.11E-16,3.7E-14,3.08E-12,9.83E-11,0.00000000176,173.50818,156.68985,13.0839,16.89150913,27.054558,0.05879115,77.63664,2.670367449,1.634436,3.488205,2.954834138,60.32700418,2.954834266,60.32700288,2.976692683,60.66000321,1005.825375,0.324708,31.05918,224.826,0.882945,227.6028,3.0849,75.4935,0.689968072,164.9189907,0.689968072,0,0,0,1,1000000,300,455,5.4
Al-6Zn-2Mg-1(Sc + Zr),55,94.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0.31,0,0,0,0,0,0,2.58,0.15,0.0000000597,2.36844,1.15E-13,1.21E-11,3.89E-10,0.00000000601,0.19111012,121.642704,13.4808,16.59279847,28.061141,0,74.86185,2.82936655,1.602907,3.299811,2.85894658,61.6050032,2.858946582,61.6050027,2.971940099,63.21000182,931.537199,0.326872,26.2474,223.3415,0.887506,230.99745,3.2106,70.44354,0.223593429,159.4265,0.223593429,0.286330234,0.46,0,1,1000000,418,436,11
AA6061,56,99.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.0000000234,1.23E-16,4.1E-14,3.41E-12,1.09E-10,0.00000000195,0.1762556,124.42033,13.0072,16.4794041,26.996182,0,75.9829,2.720288287,1.609775,3.390459,2.85634599,60.02700337,2.856346034,60.02700285,2.858183956,60.05400243,934.262477,0.329955,26.0018,224.9721,0.899658,236.8002,3,70.00396,0.039837435,165.8686,0.039837435,0,0.09,0,0,1000000,300,350,31
Al-Cu-Mg-Ag alloy,57,96.35,0.26,0,0,0,0,0,0,0,0,0,2.74,0,0,0.02,0,0,0.26,0.27,0,0,0,0,0,0,0.02,0,0,0,0.09,0,0,0,0.0000000226,1.19E-16,3.96E-14,3.3E-12,1.05E-10,0.00000000189,0.5517963,127.10907,13.5688,16.34436477,28.288377,0.0001221,77.88956,2.930034015,1.618036,3.387518,2.863510562,60.32857588,2.863510615,60.32857523,2.884416128,60.51546862,948.759661,0.330064,26.77362,224.8103,0.883108,240.944577,3.2506,72.047,0.194814896,162.8476735,0.194814896,0.01090852,0.045,0,1,100,400.3,425.2,2.2
"ScalmalloyRP0,66-4,5",58,94.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,5.01,0.25,0,0,0,0,0,0.4,0.16,0,0,0,0,0,0.01,0.11,0.0000000233,0.00918,4.2E-14,3.46E-12,1.1E-10,0.00000000195,3.098997688,125.934643,13.0462,16.80295799,27.067598,0.0009768,74.04379,2.690755854,1.593724,3.301192,2.887409929,61.77968126,2.887409922,61.77968083,2.997057113,63.44452123,940.503515,0.327441,25.79636,223.2251,0.90209,230.997915,2.9644,69.233,0.294056077,160.8037562,0.294056077,0.351835596,0.51,0,0,0,520,530,14
AA5083+Zr,59,95.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,3.58,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.0000000234,1.33E-16,4.3E-14,3.49E-12,1.1E-10,0.00000000196,0.209003368,125.18571,13.1017,16.6759864,27.205121,0,74.93251,2.724473592,1.598863,3.328026,2.892947568,61.43535939,2.892947576,61.4353593,2.969868975,62.60156313,939.940979,0.328162,26.0441,223.8136,0.900309,232.29302,2.9941,70.0013,0.245090614,162.3797608,0.245090614,0.309983126,0.21,0,1,1000000,265.5,354.5,18.2
AlSi10Mg,60,90.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,9.64,0,0,0,0,0,0,0,0.0000000211,1.11E-16,3.7E-14,3.08E-12,9.84E-11,0.00000000176,173.6817528,156.68359,13.0931,16.84728892,27.078193,0.0588522,77.96622,2.677761086,1.636966,3.503332,2.952753724,60.09900421,2.952753859,60.0990029,2.959252662,60.19800324,1006.075741,0.325048,31.13734,225.0905,0.88208,228.2495,3.0931,75.7015,0.679628464,165.6786189,0.679628464,0,0,0,1,1000000,250,500,0.15
AlSi10Mg,61,89.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.35,0.05,0,0,0,0,0,0,9.66,0,0,0,0.06,0,0,0,0.0000000211,1.11E-16,3.7E-14,3.08E-12,9.83E-11,0.00000000176,174.0433674,156.90423,13.1162,16.84567444,27.130189,0.0589743,78.08758,2.685226895,1.637229,3.504896,2.956541015,60.17773985,2.956541146,60.17773876,2.963650294,60.31631471,1007.917007,0.324985,31.23096,225.086,0.881358,227.870465,3.1,75.9199,0.681600169,165.455814,0.681600169,0.065505362,0.03,0,1,1000000,350,450,2
Al-Mg-Sc-Zr alloy,62,93.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,5.19,0.24,0,0,0,0,0,0.43,0.03,0,0,0,0,0,0,0.1,0.0000000231,1.27E-16,4.17E-14,3.42E-12,1.09E-10,0.00000000193,0.76140768,125.62618,13.0477,16.81475644,27.070438,0.00018315,73.98164,2.690800442,1.593311,3.297598,2.887044194,61.85873413,2.887044182,61.8587338,3.000902074,63.58641504,940.158612,0.327521,25.72798,223.2331,0.902729,230.980484,2.9623,69.15622,0.287186824,160.5923401,0.287186824,0.401835596,0.53,0,0,10000,335,401,30.4
AA7075,63,93.44,0,0,0,0,0,0,0,0,0,0.13,0.69,0,0,0.06,0,0,2.77,0.13,0,0,0,0,0,0,0.4,0,0,0,0,0,2.38,0,0.0000000564,2.18484,1.07E-13,1.13E-11,3.64E-10,0.00000000565,7.63218,123.996104,13.529,16.55551205,28.16293,0.002442,75.4731,2.866048348,1.605922,3.295868,2.867141241,61.66631786,2.86714125,61.6663133,2.976393611,63.22299421,936.299165,0.326573,26.7397,223.4087,0.885506,232.078163,3.2578,71.3886,0.28306961,159.0101538,0.28306961,0.165125444,0,0,1,1000000,437,159.5,1
Al-Zn-Mg-Cu,64,93.55,0,0,0,0,0,0,0,0,0,0.11,0.62,0,0,0.11,0,0,3.06,0.03,0,0,0,0,0,0,0.19,0,0,0,0.01,0,2.33,0,0.0000000558,2.13894,1.06E-13,1.12E-11,3.59E-10,0.00000000558,3.8194371,123.230999,13.4988,16.57294944,28.094315,0.00115995,75.26382,2.855283485,1.604534,3.29002,2.861535213,61.70684632,2.861535215,61.70684256,2.975982938,63.34825822,934.307803,0.326711,26.53874,223.3584,0.887202,232.155463,3.241,71.0414,0.26790924,158.8617096,0.26790924,0.195125444,0.005,0,1,1000000,455,556,4
AlSi10Mg,65,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,9.63,0,0,0,0,0,0,0,0.0000000211,1.11E-16,3.7E-14,3.08E-12,9.83E-11,0.00000000176,173.50818,156.68985,13.0839,16.89150913,27.054558,0.05879115,77.63664,2.670367449,1.634436,3.488205,2.954834138,60.32700418,2.954834266,60.32700288,2.976692683,60.66000321,1005.825375,0.324708,31.05918,224.826,0.882945,227.6028,3.0849,75.4935,0.689968072,164.9189907,0.689968072,0,0,0,1,1000000,259,400,8
Al-Cu-Sc-Zr alloy,66,98.75,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.12,0.0000000233,1.27E-16,4.19E-14,3.44E-12,1.09E-10,0.00000000195,0.180110096,125.4874,13.1769,16.4909797,27.385593,0,76.34862,2.768332816,1.610485,3.39692,2.856711466,60.18900341,2.856711507,60.18900284,2.869034393,60.37200241,942.06933,0.329865,26.1638,224.8334,0.894169,236.74474,3.0535,70.44016,0.132261106,164.579542,0.132261106,0.436330234,0.61,0,0,1000000,370,380,12.5
AlCu5MnCdVA,67,97.18,0,0,0,0,0,0,0.12,0,0,0,2.17,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.0000000293,0.09276,8.83E-14,6.79E-12,1.86E-10,0.0000000028,0.1864686,126.63747,13.4449,16.3507313,28.007979,0,77.6826,2.888170682,1.616132,3.393164,2.860550296,60.28725391,2.860550353,60.28725323,2.864063965,60.32325276,947.014419,0.330032,26.6556,224.9311,0.885882,239.236875,3.1995,71.7476,0.167010308,163.8920277,0.167010308,0.137433437,0,0,0,1000000,383.3,476.2,7
Ti-modified Al-Cu-Mg alloy,68,96.13,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0.0000000232,1.22E-16,4.06E-14,3.38E-12,1.08E-10,0.00000000193,0.1955674,125.20696,13.211,16.54636775,27.457484,0,76.0733,2.780948536,1.60596,3.365023,2.873637692,60.86100336,2.873637714,60.86100278,2.898639064,61.72800228,945.94458,0.329166,26.1829,224.0558,0.894131,235.07294,3.0656,70.4631,0.199091868,162.4050405,0.199091868,0.775403158,0.43,0,1,1000000,293.2,426.4,9
A20XTM,69,95.4,0.18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0.000000023,1.21E-16,4.03E-14,3.35E-12,1.07E-10,0.00000000192,0.1846661,126.03984,13.564,16.40490066,28.28008,0,77.8835,2.900854435,1.613877,3.41485,2.886059648,60.78000346,2.886059674,60.78000281,2.868705718,61.5600022,963.317854,0.329925,26.7883,224.1319,0.881166,235.88953,3.1916,72.0881,0.168890985,161.3751,0.168890985,1.985403158,1.035,0,0,1000000,375,425,10
Al8Ce10Mg,70,86.65,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,11.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000255,6.01E-16,1.11E-13,5.93E-12,1.49E-10,0.00000000231,0.2699507,124.63868,13.6175,17.31588128,28.513689,0,70.2855,2.716990074,1.566984,3.181551,2.900616397,63.52500308,2.900616351,63.52500245,3.131602021,67.044002,934.528055,0.323874,24.735,221.3862,0.902593,223.84512,2.8993,66.4714,0.494103939,155.5076235,0.494103939,1.610729516,1.2225,0,0,1000000,377,468,2
Aluminium alloy 6061,71,98.06,0,0,0,0,0,0,0,0,0,0.09,0.14,0,0,0.1,0,0,1.06,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0.0000000232,1.22E-16,4.06E-14,3.38E-12,1.08E-10,0.00000000193,10.2480592,126.69342,13.0402,16.5400417,27.060389,0.00335775,75.9445,2.725849062,1.609086,3.378561,2.864034514,60.37500479,2.864034552,60.37500162,2.886485054,60.71247077,940.09686,0.329167,26.3663,224.69,0.898658,235.60161,3.0138,70.4781,0.215606441,164.650176,0.215606441,0.165125444,0,0,1,10000,116.1,222.1,6.4
Al-Mn-Fe-Si 3104,72,97.96,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.38,0,0,0.84,0.43,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.0000000231,1.22E-16,4.05E-14,3.37E-12,1.08E-10,0.00000000192,5.9506288,126.36946,13.1099,16.49812147,27.223012,0.0019536,76.33056,2.754625768,1.609379,3.379956,2.882008565,60.58472975,2.882008591,60.58473027,2.904541056,60.91071403,942.078528,0.329049,26.55682,224.7493,0.896566,234.612303,3.0377,71.1232,0.198830786,164.6254282,0.198830786,0.365505362,0,0,1,0,103,212.2,17
Al-Mn-Sc alloy,73,95.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,1.25,2.25,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.19,0.0000000229,1.29E-16,4.19E-14,3.42E-12,1.08E-10,0.00000000192,0.193109352,127.26401,13.3519,16.51987102,27.794733,0,76.44309,2.815165214,1.60307,3.363875,2.975525784,61.69810571,2.975525807,61.69810532,3.01444714,62.28489271,953.355419,0.327425,27.1229,224.2008,0.88874,229.249415,3.0811,72.67266,0.240319834,163.8670964,0.240319834,2.164054114,0.68,0,1,1000000,301,361,5
Al-4Cr-1.5Zr,74,97.4,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.0000000235,1.43E-16,4.52E-14,3.6E-12,1.12E-10,0.00000000198,4.023424368,130.0654,13.3596,16.43155925,27.810932,0,77.86706,2.82019476,1.609782,3.41835,2.86013434,60.78003559,2.860134392,60.77996673,2.869026833,60.91796673,965.64058,0.327478,27.9368,224.943,0.887518,232.95188,3.0688,74.5554,0.1728018,162.151,0.1728018,2.554097847,0.46,0,0,1000000,410,420,13.5
AlSi12FeMn,75,88.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.13,0,0,0,0,0,0,10.79,0,0,0,0,0,0,0,0.0000000208,1.09E-16,3.64E-14,3.03E-12,9.68E-11,0.00000000173,194.3820432,160.94856,13.1573,16.85339568,27.211179,0.06587295,78.65382,2.695153961,1.641785,3.525499,2.968690995,60.142317,2.968691135,60.14231632,2.972790475,60.1929375,1017.818654,0.324397,31.99794,225.2158,0.877783,226.799693,3.1261,77.007,0.714059831,165.5738662,0.714059831,0.245505362,0,0,1,1000000,305,485,6
Al-7Si-0.6 Mg alloy,76,92.55,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.67,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0.0000000218,1.15E-16,3.82E-14,3.18E-12,1.02E-10,0.00000000182,121.669588,146.96735,13.0773,16.76503936,27.07912,0.04120875,77.174,2.68829006,1.627454,3.46114,2.92532898,60.21000396,2.925329037,60.20648738,2.94008156,60.42000256,984.523685,0.326258,29.5499,224.9096,0.887766,230.44935,3.0638,73.8615,0.581696176,165.3207507,0.581696176,0.010623809,0.03,0,1,1000000,296,438,8
AA2195 Al-Li alloy,77,94.45,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000369,0.00000000167,0.0000000201,0.000000119,0.000000467,0.00000144,0.1852696,122.9317,12.8844,16.5384875,26.824489,0,74.5726,2.746695064,1.590583,3.323754,2.85903628,60.71083451,2.859036262,60.71083381,3.0360849,60.00000221,922.121162,0.331327,25.53032,222.7226,0.994829,233.9044,3.058,68.50114,0.183840334,160.0352,0.183840334,0,3.86,0,0,1000000,390.1,466,12.7
Al-Zn-Mg-Cu-Er-Zr alloy,78,92.05,0,0,0,0,0,0,0,0,0,0,0.46,0.01,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0.15,0.0000000666,2.82744,1.29E-13,1.38E-11,4.42E-10,0.00000000679,0.20737852,121.105814,13.6007,16.64939935,28.327855,0,74.38215,2.865308792,1.599359,3.25203,2.861089131,62.24700317,2.861089104,62.24583081,3.01777004,64.49400152,929.439121,0.325864,26.2502,222.6753,0.886045,230.241,3.274,70.4039,0.280586515,156.9925,0.280586515,0.114477764,0.16,0,1,1000000,310,368,17
Al-4.60Cu-4.10Ti-0.70Ag-0.24Mg,79,95.05,0.18,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0.0000000231,1.21E-16,4.03E-14,3.36E-12,1.07E-10,0.00000000192,0.1836729,126.05584,13.6038,16.39856399,28.37274,0,78.059,2.911495118,1.613819,3.421133,2.891550756,60.86100345,2.891550778,60.8610028,2.866550324,61.72800217,967.071094,0.329889,26.8678,224.0087,0.879369,235.23017,3.1996,72.2942,0.168405974,160.9925993,0.168405974,2.345403158,1.215,0,0,1000000,384,475,8
